"","ka","ks","omega"
"799",0,0.0143823537614205,0
"800",0,0.00663113588603813,0
"801",0.0169023850050218,0.0679139754357599,0.248879334431096
"802",0,0.0119969240233566,0
"803",0,0.015753893127215,0
"804",0,0.0216952858200882,0
"805",0.00696875392189084,0.0131711383705512,0.529092757651987
"806",0.0144362191121026,0.0235130039696863,0.613967450977943
"807",0.00934606650607627,0.0183014588099782,0.510673307691771
"808",0,0,NA
"809",0.00888479408878149,0.0253067096348685,0.351084523313126
"810",0,0.00774316581499226,0
"811",0.00665106756073408,0.0164242266691313,0.404954686434918
"812",0,0.0092105883052858,0
"813",0.0176840781086805,-0.000126373463750166,-139.935059021893
"814",0,0,NA
"815",0,0,NA
"816",0.00879736039335317,0.0189030624066512,0.465393395212922
"817",0,0,NA
"818",0,0,NA
"819",0,0.00397651050664097,0
"820",0,0,NA
"821",0.0114497222540353,0.0706105590263918,0.162153117209506
"822",0,0.0175071806071935,0
"823",0.00434356300372822,0.0256568911249367,0.169294205700027
"824",0,0.090203224226051,0
"825",0.0156262717520523,0,Inf
"826",0,0,NA
"827",0,0,NA
"828",0,0,NA
"829",0,0,NA
"830",0,0,NA
"831",0,0.0175600859429711,0
"832",0,0,NA
"833",0.00278940751351947,0.00532746350103854,0.523590168750231
"834",0.00509886899822962,0,Inf
"835",0,0,NA
"836",0,0,NA
"837",0,0.0171169921946813,0
"838",0,0,NA
"839",0.00668906297308803,0.0126843689957861,0.527346924022017
"840",0.00671151016607039,0,Inf
"841",0,0.0216427949577687,0
"842",0.00699312098736994,0.013086707996381,0.534368229909601
"843",0,0,NA
"844",0,0,NA
"845",0.0205156983389313,0.0193113495168516,1.06236481924936
"846",0,0.0486558129729797,0
"847",0,0,NA
"848",0.00606068026617241,0.0133563778189371,0.453766758348165
"849",0,0,NA
"850",0,0.0254620994229986,0
"851",0,0.0492039369782599,0
"852",0.00144092318744448,0.00264921917901001,0.543904860292811
"853",0,0,NA
"854",0.0118699936515364,0,Inf
"855",0,0,NA
"856",0,0.0383490389904269,0
"857",0.00467958734406606,0.0112857725900396,0.414644837713289
"858",0.00813026043589016,0,Inf
"859",0.0058140189975595,0,Inf
"860",0,0.00929912197024579,0
"861",0.013025667925971,0.0745427427044739,0.174740926526027
"862",0,0,NA
"863",0.041510784420688,0,Inf
"864",0,0,NA
"865",0,0.0162572099733495,0
"866",0.0161231928367322,0.0171807260780419,0.938446533836466
"867",0,0,NA
"868",0,0,NA
"869",0,0,NA
"870",0,0,NA
"871",0,0,NA
"872",0,0.0134460543497876,0
"873",0.00576897474617768,0.0129972846939665,0.443859997069674
"874",0,0.0243419064198755,0
"875",0.0084035591581906,0,Inf
"876",0.00366865400676526,-3.72529774917543e-05,-98.4794841587437
"877",0,0.0320893832981511,0
"878",0.00598809552335781,0.0122167243319232,0.490155573676202
"879",0.0492725068777958,0,Inf
"880",0,0,NA
"881",0.00161551029072316,0.0210643885711075,0.0766939085494767
"882",0.0247668814318292,0.0513340487330333,0.482464992399709
"883",0,0.00900854295716158,0
"884",0.00585656956050693,0.0463672371089737,0.126308357488341
"885",0,0.0115794188129189,0
"886",0.00598450823997153,0,Inf
"887",0,0,NA
"888",0,0.0228633655359794,0
"889",0.00507618573200895,0,Inf
"890",0,0,NA
"891",0,0,NA
"892",0.00759416211515191,0.00765568019762894,0.991964387110098
"893",0.00816344664371444,0.0581069812601154,0.140489945729083
"894",0,0.0423205003783705,0
"895",0,0,NA
"896",0.00766298523911339,0,Inf
"897",0.00561404538751745,0,Inf
"898",0.0050000416672917,0.0205727566838164,0.243041890016858
"899",0.00554022288828598,0,Inf
"900",0.0125006511027086,0,Inf
"901",0.00258637733293019,0.0116782902320514,0.221468835038181
"902",0,0,NA
"903",0.0284436872010257,0.0149080805801544,1.9079375811055
"904",0,0.0120115419036932,0
"905",0,0,NA
"906",0,0.0124564725128183,0
"907",0,0,NA
"908",0.0480617667760948,0,Inf
"909",0.0101013536587597,0,Inf
"910",0.0105348286246022,-6.17833617973363e-05,-170.512389066152
"911",0,0,NA
"912",0.005743561999977,0,Inf
"913",0.0311116880022457,-0.000161871147219597,-192.200330550811
"914",0.00350878632932327,0.0069469343997908,0.505084131704041
"915",0,0.0244120970244442,0
"916",0,0,NA
"917",0,0.0624217189569576,0
"918",0.0195523786070747,-2.21705825893095e-06,-8819.06396835181
"919",0,0.0205447843594476,0
"920",0,0.0126493018217046,0
"921",0,0,NA
"922",0,0,NA
"923",0.0254335134586563,0.0143942134263277,1.76692624357905
"924",0,0,NA
"925",0,0.00322277123130435,0
"926",0,0,NA
"927",0.0223774022131089,0.0227365731869642,0.984202941626167
"928",0.00868868320032149,0.0553249123647995,0.157048295766478
"929",0,0,NA
"930",0,0,NA
"931",0,0.0300456437407131,0
"932",0.00732613839343521,0,Inf
"933",0.0115434031474844,0,Inf
"934",0,0,NA
"935",0.0143894822750217,0,Inf
"936",0,0,NA
"937",0.00471497006851206,0,Inf
"938",0,0,NA
"939",0,0.0111731958039731,0
"940",0.0108932323046096,-0.000305899264707206,-35.6105213755128
"941",0.029341208116683,0,Inf
"942",0.0177928961805032,0.0375280325812212,0.474122807850222
"943",0,0,NA
"944",0,0,NA
"945",0.00561803666502559,0.027711316291819,0.202734384966194
"946",0,0,NA
"947",0.0306218126203593,0,Inf
"948",0,0,NA
"949",0.00486338299505401,0.0259737706021693,0.187242086239409
"950",0,0.0138160883666105,0
"951",0,0,NA
"952",0.0184765303979148,0.00774479531718122,2.38567058795292
"953",0,0.0143275818082224,0
"954",0.00531647512352978,-6.87848233527451e-05,-77.291397497172
"955",0,0,NA
"956",0,0.0127419555242075,0
"957",0.00269542431743819,0.00455474199866809,0.591784192875554
"958",0,0,NA
"959",0,0.013661245967441,0
"960",0,0,NA
"961",0.00159334346678751,0,Inf
"962",0,0.0337204612122127,0
"963",0.015502230998111,-8.83950012480072e-05,-175.374520948496
"964",0,0.0173596976292414,0
"965",0,0.0177496561532365,0
"966",0.0248987668280416,0.052425769124076,0.47493374430261
"967",0.00657840917816775,-1.96806690108481e-05,-334.257396155675
"968",0.0036851974404181,0.0338197057053099,0.10896598191981
"969",0.00934606650607627,0,Inf
"970",0.0052910546652685,0,Inf
"971",0,0,NA
"972",0.0352231896557274,0.0372278129150632,0.946152537515179
"973",0.00427142607798543,0.0111924864174058,0.381633349256765
"974",0.0185206358401745,0.0684829034416958,0.270441743988592
"975",0.0181923200974185,0.0816843572451716,0.222714858890487
"976",0.00890013017751582,0,Inf
"977",0.0116149101381732,-1.9944120310832e-05,-582.372647033469
"978",0,0.0185027674596626,0
"979",0.00268432539390178,0,Inf
"980",0.00851084378471537,0,Inf
"981",0.00776349237462997,0.00838885527842331,0.925453130011455
"982",0.0146573592101791,0.0153999085216812,0.951782225819286
"983",0.00793667457814508,0.0259205199631151,0.306192722578057
"984",0.00942651785794788,0.0206743260945884,0.455952847740722
"985",0,0,NA
"986",0,0,NA
"987",0.00900925275133922,0.016672843624668,0.540354900108925
"988",0.0167969315460457,-5.72775563259703e-06,-2932.55030826618
"989",0,0,NA
"990",0.00677419763468416,0.0173565815905318,0.390295612033396
"991",0.0226505822660719,0.103823400013503,0.218164520359823
"992",0.0147333297713846,0.0183781824237035,0.801675020505951
"993",0.0096156809639438,0,Inf
"994",0,0,NA
"995",0.00418279852670701,0,Inf
"996",0.00744892734031848,0,Inf
"997",0.00548870948588714,0.00581541126248521,0.943821380491937
"998",0,0,NA
"999",0,0.0135375190673563,0
"1000",0,0,NA
"1001",0,0.00349358650939134,0
"1002",0,0.00582989345779597,0
"1003",0,0,NA
"1004",0.005780411200538,0,Inf
"1005",0,0.028098789979856,0
"1006",0.00321400474091395,0.0238897607310542,0.134534823395535
"1007",0,0,NA
"1008",0,0,NA
"1009",0,0,NA
"1010",0,0,NA
"1011",0,0.0212886450212538,0
"1012",0,0,NA
"1013",0,0.00350359829218747,0
"1014",0.00285633158752764,0,Inf
"1015",0,0,NA
"1016",0.0156601079534547,0.0196857705012593,0.795503937854651
"1017",0,0,NA
"1018",0,0.018201958072844,0
"1019",0,0,NA
"1020",0.0053735861243954,0.0129519372217638,0.414886671575731
"1021",0,0,NA
"1022",0.00561530090819596,0,Inf
"1023",0,0,NA
"1024",0.00558665029906263,0,Inf
"1025",0,0.0567311968124404,0
"1026",0,0,NA
"1027",0.00714145070395051,0.0158556703212214,0.450403581764204
"1028",0,0,NA
"1029",0,0,NA
"1030",0,0,NA
"1031",0,0,NA
"1032",0.00694455608033355,0.0132653343643,0.52351157457613
"1033",0,0.0153503101180826,0
"1034",0,0,NA
"1035",0,0,NA
"1036",0.0129877432016304,0,Inf
"1037",0,0,NA
"1038",0,0.0100642431663307,0
"1039",0,0,NA
"1040",0.00625615823033615,0.0277604816299691,0.225362020505518
"1041",0.00499769776843037,0,Inf
"1042",0,0,NA
"1043",0,0.0409187198118866,0
"1044",0.00975640711179086,0.0089540633659449,1.08960666381897
"1045",0.00160841063949665,-6.4331995823092e-06,-250.017214438621
"1046",0,0.0145293787350987,0
"1047",0,0,NA
"1048",0,0.0269468367913059,0
"1049",0,0,NA
"1050",0,0,NA
"1051",0,0.0420033284687834,0
"1052",0,0,NA
"1053",0.0114525790845151,-6.6517875440514e-05,-172.172953640966
"1054",0.00363637966453994,0.0211908680370026,0.17160126041983
"1055",0.006445675800964,0.015588658319986,0.413484962506369
"1056",0,0,NA
"1057",0,0,NA
"1058",0,0,NA
"1059",0.00142450238803744,0,Inf
"1060",0,0,NA
"1061",0,0,NA
"1062",0,0,NA
"1063",0.018742104561448,0,Inf
"1064",0.00472816762101772,0.0210099966965411,0.225043710825338
"1065",0,0,NA
"1066",0,0,NA
"1067",0,0.00812222470019293,0
"1068",0.0163949114114954,0.0246955232276126,0.663881921447361
"1069",0,0,NA
"1070",0,0.0369291966394089,0
"1071",0,0.0764983517380916,0
"1072",0.00559816371432938,0,Inf
"1073",0,0,NA
"1074",0.00311527487531808,0.0236106157471453,0.131943821740216
"1075",0,0.0146370492508296,0
"1076",0.00888912301064198,0,Inf
"1077",0,0,NA
"1078",0,0,NA
"1079",0.00441373313289278,-2.44348363330585e-06,-1806.3280935184
"1080",0,0,NA
"1081",0,0,NA
"1082",0,0.0129773876174754,0
"1083",0,0.0139986319258063,0
"1084",0,0,NA
"1085",0,0,NA
"1086",0,0.00933229820877937,0
"1087",0,0,NA
"1088",0.00788256746718426,-0.000173520751401771,-45.4272322100135
"1089",0,0.00871244822168032,0
"1090",0.0248489906862385,-1.58720574347329e-05,-1565.58094553396
"1091",0,0,NA
"1092",0.00984935356176084,0.0100777059381747,0.977340837506597
"1093",0.0116284310821336,0,Inf
"1094",0.00694455608033355,0,Inf
"1095",0.00225479525298753,0.0167989210055638,0.134222623717365
"1096",0.00798930888652619,0.0282263339810035,0.283044510558936
"1097",0,0,NA
"1098",0,0,NA
"1099",0,0.0183539552520326,0
"1100",0,0.0246703566128834,0
"1101",0,0.0165813265542581,0
"1102",0.00380229969260961,0.00806418025385727,0.471504799361458
"1103",0,0.0158284838326012,0
"1104",0,0.0262399950261137,0
"1105",0.00952409748534721,0,Inf
"1106",0,0.0226658785923988,0
"1107",0,0,NA
"1108",0,0.0128233235968876,0
"1109",0.00201005295833293,0.0133376955030306,0.150704666925122
"1110",0,0,NA
"1111",0,0.035896423772744,0
"1112",0.0125030213996946,0,Inf
"1113",0,0.0184395774678775,0
"1114",0.00363642935685962,0.0226486780283731,0.160558128483442
"1115",0.00080213929255091,0.00386260208501261,0.207668114627524
"1116",0,0,NA
"1117",0,0.0440677722338444,0
"1118",0.00625615823033615,-1.97381048725166e-05,-316.958404605867
"1119",0.00249066517510208,0.0204122748700471,0.122018010778253
"1120",0.0146599528395809,0.0312452230729215,0.469190212064318
"1121",0.00735307369484774,0,Inf
"1122",0.00268817851819025,0,Inf
"1123",0,0,NA
"1124",0,0,NA
"1125",0,0.0172102723033523,0
"1126",0,0.0199802702949564,0
"1127",0.00819690488783818,0,Inf
"1128",0,0,NA
"1129",0.0063898633231994,0,Inf
"1130",0,0,NA
"1131",0.00267303569271557,0.00635574617293056,0.420569925227687
"1132",0,0,NA
"1133",0,0.00903921014204515,0
"1134",0,0.0117125155808835,0
"1135",0,0,NA
"1136",0,0.0171930981698668,0
"1137",0.018794339562166,-7.17586628666729e-05,-261.910392576374
"1138",0,0,NA
"1139",0,0,NA
"1140",0.00522163440799818,0.0292490696195781,0.178523094098796
"1141",0.00434543137446598,0,Inf
"1142",0.0038668027929581,0.0193774311502443,0.199551878831439
"1143",0.00740754289257034,0.0128886838467564,0.574732298553088
"1144",0,0.0224803074748085,0
"1145",0.0139782287166011,0,Inf
"1146",0,0,NA
"1147",0,0.0282435875606592,0
"1148",0,0,NA
"1149",0,0,NA
"1150",0,0,NA
"1151",0,0,NA
"1152",0.0079682961314063,0,Inf
"1153",0,0,NA
"1154",0,0.0253597293804832,0
"1155",0.0177460471856497,0.0160932759001827,1.10269949360951
"1156",0,0.016294488935964,0
"1157",0,0.0150484562581945,0
"1158",0,0,NA
"1159",0,0,NA
"1160",0,0,NA
"1161",0.00641034421453073,0,Inf
"1162",0.0101012009210965,0.0139641237546794,0.723368046470624
"1163",0.0016077184269872,0.0154817561477402,0.103845998583427
"1164",0,0,NA
"1165",0,0.00347162785489949,0
"1166",0,0,NA
"1167",0,0,NA
"1168",0.0113527031496675,-0.000121711809026371,-93.2752806854408
"1169",0,0.0101102320838099,0
"1170",0,0,NA
"1171",0.0166653601634595,0.0112104434439249,1.48659241240727
"1172",0,0,NA
"1173",0.0172344760523439,-3.53571713851542e-05,-487.439333441146
"1174",0,0,NA
"1175",0.0372555986830031,0,Inf
"1176",0,0,NA
"1177",0.0263486203809133,0.0126476470303516,2.08328239376718
"1178",0.00464040453723639,0.00822609005250611,0.564108161668213
"1179",0.0202532675169074,0,Inf
"1180",0,0,NA
"1181",0,0.0284937425111487,0
"1182",0.00684942217908096,0.0386860146635359,0.17705163580825
"1183",0,0.0108539284617678,0
"1184",0.00772216121373678,0,Inf
"1185",0.00729939971057632,0.0151324133895009,0.482368510738728
"1186",0.00846662516611305,-0.000202465359834055,-41.8176480808988
"1187",0.00471701611667936,0.030139729873655,0.156504923449977
"1188",0,0,NA
"1189",0.0131372379861975,0,Inf
"1190",0,0.0152190157691805,0
"1191",0,0,NA
"1192",0,0,NA
"1193",0.0256103594737248,-0.00048141523626052,-53.1980659205095
"1194",0,0,NA
"1195",0.00275802800221371,0.031645342597598,0.0871543101076444
"1196",0.00461690583826825,0.0119669776618978,0.385803831903877
"1197",0.0121207671708061,-2.11062730634982e-05,-574.273209407498
"1198",0,0.0248359922743667,0
"1199",0,0,NA
"1200",0,0.020372988146513,0
"1201",0,0,NA
"1202",0,0.0156226470869774,0
"1203",0,0.012815170272257,0
"1204",0.0206561181011902,0,Inf
"1205",0.0111736493459983,0,Inf
"1206",0,0.0452549676442548,0
"1207",0.0110910277629874,0,Inf
"1208",0,0,NA
"1209",0,0.0116501547929609,0
"1210",0,0,NA
"1211",0.0273767048921549,0,Inf
"1212",0.0172224538368778,-3.65447958874264e-05,-471.269668325152
"1213",0.00714297862373822,0,Inf
"1214",0.0196103565766407,0,Inf
"1215",0,0.0149692297248133,0
"1216",0,0.03066446649443,0
"1217",0,0,NA
"1218",0.0028159693271985,0.0166390919237007,0.169238161560213
"1219",0,0,NA
"1220",0,0,NA
"1221",0.0101784685343721,0,Inf
"1222",0,0,NA
"1223",0,0.0125189366215333,0
"1224",0.0336724167772034,0.0124293707970943,2.70910067185986
"1225",0.0123463062951858,0.022387342108848,0.551486024341687
"1226",0,0,NA
"1227",0,0.0306265615348125,0
"1228",0,0,NA
"1229",0,0,NA
"1230",0.0285792069199743,0,Inf
"1231",0,0,NA
"1232",0.0239205433991737,0.0813954701824867,0.293880523640252
"1233",0.00434785348377696,0.0171092133827622,0.254123517341685
"1234",0.00156336260436,0.0157560748678576,0.0992228469001031
"1235",0,0,NA
"1236",0,0.0195545843489984,0
"1237",0,0.0129943392780472,0
"1238",0.0114114586369565,0.0124406833249918,0.917269440821811
"1239",0.0102820301333024,0.0236190092442713,0.435328596003502
"1240",0,0,NA
"1241",0.00472621372735441,0.0118211804014222,0.399808950279265
"1242",0.0131691256539599,0.0711462485339961,0.185099368207267
"1243",0.022177622870092,0.0229893925506699,0.964689381035677
"1244",0.0105094287091901,0.00678902457625143,1.54800274931291
"1245",0.0182548185157331,-1.83809519895766e-05,-993.137816043749
"1246",0.00611628421781723,0,Inf
"1247",0,0,NA
"1248",0,0,NA
"1249",0.0186960759181325,-1.59632761556222e-05,-1171.19291402773
"1250",0,0,NA
"1251",0,0.025516474374777,0
"1252",0,0,NA
"1253",0,0.0171861496816644,0
"1254",0,0,NA
"1255",0.0163949114114954,0.030536142558441,0.536901849345191
"1256",0.0157836344540708,0,Inf
"1257",0.00675685958336143,0,Inf
"1258",0.00724650365128341,0.0375365468881914,0.193051952084678
"1259",0,0.030560398763155,0
"1260",0,0,NA
"1261",0,0,NA
"1262",0,0.012428745664964,0
"1263",0.00684942217908096,0,Inf
"1264",0,0,NA
"1265",0,0,NA
"1266",0,0,NA
"1267",0,0,NA
"1268",0.00806469096494186,0,Inf
"1269",0,0,NA
"1270",0,0.0339142838679056,0
"1271",0,0.0154202567037546,0
"1272",0,0,NA
"1273",0,0,NA
"1274",0,0.0152190157691805,0
"1275",0,0.0255537220786916,0
"1276",0,0.0171814012770502,0
"1277",0,0.0138302749184817,0
"1278",0,0.0379252678138336,0
"1279",0,0.0868431655871251,0
"1280",0.00528721275062386,0,Inf
"1281",0,0,NA
"1282",0.00709231749597819,0,Inf
"1283",0.00314362782253586,0.0157676872782879,0.199371522725761
"1284",0.00775209326798263,0.014474006116636,0.535587259360945
"1285",0,0.0606321507460199,0
"1286",0.0324349287870153,0.0349290758001393,0.928593959158973
"1287",0.040420006669649,0.020222870799074,1.99872743445999
"1288",0.0131404563066751,0,Inf
"1289",0,0.0166551022290506,0
"1290",0.00519261725880289,0,Inf
"1291",0.0147069426031467,0,Inf
"1292",0.0366017020116475,0,Inf
"1293",0.0216249918969083,0,Inf
"1294",0,0,NA
"1295",0,0.00960072153397421,0
"1296",0.00990131364808986,0,Inf
"1297",0,0,NA
"1298",0,0.0161702042547542,0
"1299",0.00615023263237591,0,Inf
"1300",0,0.0148406239604199,0
"1301",0,0,NA
"1302",0.00273131372754114,0.00698100210105242,0.391249520914682
"1303",0.00876877734357972,-2.24705229003501e-05,-390.234681340819
"1304",0,0.00534254214057825,0
"1305",0,0,NA
"1306",0.00934695144281176,-0.000223460155437344,-41.8282687780219
"1307",0,0.0200436559949642,0
"1308",0.0129039419779363,0,Inf
"1309",0,0,NA
"1310",0.00555561271253531,0.00524290963560842,1.05964304149038
"1311",0.0109566851933331,0.0331620418418214,0.330398388784234
"1312",0,0.0169275428155022,0
"1313",0.00622604684596544,0,Inf
"1314",0,0,NA
"1315",0,0,NA
"1316",0,0.00507136998367243,0
"1317",0.00524665108984254,0.0261448139874773,0.20067655070545
"1318",0,0,NA
"1319",0.0190346025136177,-5.6086608376355e-05,-339.378740570134
"1320",0,0.00395576893054281,0
"1321",0.00538664510655038,0.0133103853647885,0.404694902433126
"1322",0,0,NA
"1323",0.00704236994086951,0.015396804331224,0.457391663189997
"1324",0,0,NA
"1325",0.0121957265620795,0.129605359597662,0.0940989369570757
"1326",0,0,NA
"1327",0,0,NA
"1328",0,0,NA
"1329",0.0147069428194564,0.0232483433192412,0.632601756499542
"1330",0,0,NA
"1331",0.00375330884860047,-2.93745918284932e-05,-127.773991567767
"1332",0.0163726536701141,0.0357597167160685,0.457851884009951
"1333",0,0,NA
"1334",0,0,NA
"1335",0,0,NA
"1336",0.0103379853849065,-0.000264020672377407,-39.1559694618487
"1337",0.00664461605934135,0.0284867548550812,0.233252825502381
"1338",0,0.0129361634038034,0
"1339",0,0,NA
"1340",0,0,NA
"1341",0.00726305274680856,-3.66522732075704e-05,-198.161044628152
"1342",0,0,NA
"1343",0,0.0096057542880373,0
"1344",0,0,NA
"1345",0,0,NA
"1346",0.0143378999883331,0.0122412289765383,1.17127945370627
"1347",0,0.00869596296177958,0
"1348",0,0.0378181430552652,0
"1349",0,0,NA
"1350",0,0.0342206167610058,0
"1351",0,0.0442562838406055,0
"1352",0.0216892234137975,0.0904607828414839,0.239763826185364
"1353",0.00858390181118275,0.0496212034018473,0.172988585981435
"1354",0,0,NA
"1355",0,0,NA
"1356",0,0,NA
"1357",0.00204706415162437,0.0102714714666619,0.199296094845662
"1358",0,0.0089205729369653,0
"1359",0.00792783516061071,-0.000153115919512097,-51.7766877923125
"1360",0,0.0126360363139159,0
"1361",0.0081226387804338,0,Inf
"1362",0.00555237361418522,0,Inf
"1363",0,0,NA
"1364",0.0156262717520523,0,Inf
"1365",0,0,NA
"1366",0,0,NA
"1367",0.0214114146252459,0,Inf
"1368",0,0.0110684134433097,0
"1369",0.00921685084441898,0.0320879397434937,0.287237227385028
"1370",0.00581036505016312,0.0313917018456851,0.185092387750292
"1371",0,0.0293512092651981,0
"1372",0,0.0244436478317089,0
"1373",0,0,NA
"1374",0.00250000520835292,0.00477944434973586,0.523074446612416
"1375",0.00625512525364791,-4.99231026303055e-06,-1252.95202503115
"1376",0,0,NA
"1377",0.00869587135593462,0.034966527684901,0.248691303703273
"1378",0,0.0453218552391621,0
"1379",0,0.0128537223045269,0
"1380",0,0,NA
"1381",0,0.043309949030811,0
"1382",0,0,NA
"1383",0,0.0161702042547542,0
"1384",0,0.0152017103636679,0
"1385",0,0,NA
"1386",0.00823635284288878,-3.46706243679667e-05,-237.559980330167
"1387",0,0,NA
"1388",0,0,NA
"1389",0.0418336468708757,0.0306367262196742,1.36547379674044
"1390",0.0129204579919639,0.0371312618525396,0.347967113083182
"1391",0,0,NA
"1392",0,0,NA
"1393",0,0.0144686930159893,0
"1394",0.0191947365331979,0,Inf
"1395",0,0,NA
"1396",0,0.0144686930159893,0
"1397",0.00663037006216913,0.0367931201929095,0.180206789405344
"1398",0,0,NA
"1399",0.00680282602788934,0.0114767499556304,0.592748474453951
"1400",0.00670590287551273,0,Inf
"1401",0.0142866864261513,0.0860734712952558,0.165982459068533
"1402",0,0.0130131929919494,0
"1403",0,0,NA
"1404",0,0,NA
"1405",0,0.0210026253570437,0
"1406",0,0,NA
"1407",0,0,NA
"1408",0,0.0190213718066519,0
"1409",0,0.0173992000502666,0
"1410",0,0,NA
"1411",0,0,NA
"1412",0.0339112981693805,0,Inf
"1413",0,0.0112942723056968,0
"1414",0.017424233813069,-6.60505874113694e-05,-263.801345240871
"1415",0.0056748958591435,-2.1318595791713e-05,-266.194636578712
"1416",0.0114784015038905,0,Inf
"1417",0,0,NA
"1418",0.020836348200284,0,Inf
"1419",0,0.0221722924643531,0
"1420",0,0.006408561641262,0
"1421",0.00352114131270648,0.00664549554353957,0.529853837029439
"1422",0.00459341685578971,0.0262546040074164,0.174956623017135
"1423",0,0.0160189628403212,0
"1424",0.011743066974088,0.0296492070128947,0.396066814501339
"1425",0.0182954175983562,0.0208137093847588,0.879008025919364
"1426",0.0143440530762233,0.0422957618949929,0.339136888273464
"1427",0,0,NA
"1428",0,0,NA
"1429",0.00568279675959465,0.014456776390179,0.393088791458044
"1430",0,0,NA
"1431",0,0,NA
"1432",0,0.0321502749106815,0
"1433",0.00751820007356598,0.0309705167893821,0.242753458868452
"1434",0,0,NA
"1435",0,0.0322791207522256,0
"1436",0.00781230611859562,-9.54171091030795e-06,-818.753176661007
"1437",0.00423731349548612,0.00765453683870797,0.553568894470348
"1438",0.0177982186372325,-1.45595797906524e-05,-1222.44040646417
"1439",0,0,NA
"1440",0.025453112554201,-2.95130108256246e-05,-862.437001246294
"1441",0,0.0158864052030944,0
"1442",0,0,NA
"1443",0,0.00772239728739847,0
"1444",0.00453878930658373,0.00476201504557095,0.953123680448085
"1445",0,0.0321539324694279,0
"1446",0.00632540285421155,0,Inf
"1447",0,0.0159955993931436,0
"1448",0,0.0174735329641262,0
"1449",0,0,NA
"1450",0,0.0120470947443409,0
"1451",0,0.0291225549402104,0
"1452",0,0,NA
"1453",0.025215426813446,0.0139717165198278,1.8047479547457
"1454",0,0.0150457656012027,0
"1455",0.0058085250679488,0.0270956662900976,0.214370999618916
"1456",0,0,NA
"1457",0,0.0453135346808584,0
"1458",0.0161304311091107,0,Inf
"1459",0.00588242078979322,0.00995437321909526,0.590938340397876
"1460",0.0058140189975595,0,Inf
"1461",0.00645170241795389,0.0671325015823666,0.0961040072376586
"1462",0,0,NA
"1463",0,0.0512919299331541,0
"1464",0,0,NA
"1465",0.0127395426504925,0.0119024461543726,1.07032978643742
"1466",0.00605537124286668,0,Inf
"1467",0.0158739083575481,0,Inf
"1468",0,0,NA
"1469",0,0,NA
"1470",0,0.0130895007924861,0
"1471",0.0135601531095969,0.0389675861963153,0.347985452352169
"1472",0.00749077680780845,0,Inf
"1473",0,0.0119366604996015,0
"1474",0.00218525879509013,0,Inf
"1475",0,0.0077071378340871,0
"1476",0.00369266185661508,0.00976948724543378,0.377979085682416
"1477",0,0.0368362462412476,0
"1478",0,0.0150588684304261,0
"1479",0,0,NA
"1480",0,0,NA
"1481",0,0.0158284838326012,0
"1482",0,0,NA
"1483",0.00286123813703316,0.00569806858000702,0.502141751517781
"1484",0,0,NA
"1485",0.0122393445067655,0.114252706470182,0.107125204162755
"1486",0.010192475549363,0.0290037923298766,0.351418719091565
"1487",0.0250052102873307,0,Inf
"1488",0.00625008138211573,0,Inf
"1489",0,0,NA
"1490",0.0086902177226299,0,Inf
"1491",0.0140078497949995,0.0281941392478043,0.496835518611918
"1492",0,0,NA
"1493",0,0,NA
"1494",0.00541598878921335,-2.0290661287195e-05,-266.920269997867
"1495",0,0.014797594744205,0
"1496",0,0,NA
"1497",0.00763373606539419,0.013661245967441,0.558787689174748
"1498",0,0.0491452338842356,0
"1499",0,0.0322588300876177,0
"1500",0,0,NA
"1501",0,0.052357708191387,0
"1502",0.00556769103654637,0,Inf
"1503",0.00708749269954163,0.045294075310632,0.156477257807667
"1504",0,0.0352354826073677,0
"1505",0,0.0224817773095134,0
"1506",0,0.0046585685649441,0
"1507",0,0,NA
"1508",0.0114947591123494,0,Inf
"1509",0,0,NA
"1510",0,0.00774161504428299,0
"1511",0,0.0178881312095191,0
"1512",0,0.0224481812652421,0
"1513",0,0.0123179583027612,0
"1514",0,0.0113474322879246,0
"1515",0.0162360266086535,0,Inf
"1516",0,0,NA
"1517",0,0,NA
"1518",0,0,NA
"1519",0.0099505771586474,0,Inf
"1520",0.00718886588137366,0,Inf
"1521",0,0.0711423020862858,0
"1522",0.0231255088253778,0.0228367204040288,1.01264579222584
"1523",0.0102969462991617,0,Inf
"1524",0.00540545805210784,0,Inf
"1525",0.00541710219780869,0,Inf
"1526",0,0,NA
"1527",0,0.0356009632187512,0
"1528",0.00869587135593462,0,Inf
"1529",0.0127024315947648,0,Inf
"1530",0,0,NA
"1531",0.00526016105283794,0,Inf
"1532",0.00444215561121136,0.0222420223877403,0.199719051342195
"1533",0.00324050110668454,0.0150687390798196,0.215047927336156
"1534",0.00605694467698426,0,Inf
"1535",0,0.0371905918857016,0
"1536",0.00813026043589016,0,Inf
"1537",0.0045326863809416,0,Inf
"1538",0.0123079716579537,0,Inf
"1539",0.00793667457814508,0,Inf
"1540",0,0.0442510523071726,0
"1541",0.00588846808941421,0.0133842396339632,0.43995536918451
"1542",0.00602416925808729,0,Inf
"1543",0.00662261337501036,0.011581487349014,0.571827536087079
"1544",0.00613175480999386,-8.23761123690708e-05,-74.4360790239977
"1545",0.00668741128285082,-1.53104275960748e-05,-436.788015284779
"1546",0,0.0107471690717255,0
"1547",0,0,NA
"1548",0.00303491068353789,0.0120638251267819,0.251571176773803
